#NodeID	NodeType	Abundance	Color	Size	Shape
New.CleanUp.ReferenceOTU291	otu	6.2229	p__Euryarchaeota	6.2229	otu
New.CleanUp.ReferenceOTU290	otu	3.2064	p__Euryarchaeota	3.2064	otu
New.CleanUp.ReferenceOTU293	otu	12.4438	p__Euryarchaeota	12.4438	otu
New.CleanUp.ReferenceOTU295	otu	17.351	p__Euryarchaeota	17.351	otu
New.CleanUp.ReferenceOTU297	otu	6.2229	p__Euryarchaeota	6.2229	otu
New.CleanUp.ReferenceOTU296	otu	6.1415	p__Planctomycetes	6.1415	otu
4474485	otu	3.2064	p__Firmicutes	3.2064	otu
New.CleanUp.ReferenceOTU1086	otu	4.7892	p__Euryarchaeota	4.7892	otu
New.CleanUp.ReferenceOTU1083	otu	6.0712	NA	6.0712	otu
New.CleanUp.ReferenceOTU1248	otu	6.2891	NA	6.2891	otu
New.CleanUp.ReferenceOTU2844	otu	4.485	p__Cyanobacteria	4.485	otu
New.CleanUp.ReferenceOTU2841	otu	6.1536	p__Cyanobacteria	6.1536	otu
New.CleanUp.ReferenceOTU2840	otu	7.814	NA	7.814	otu
New.CleanUp.ReferenceOTU273	otu	3.5836	NA	3.5836	otu
New.CleanUp.ReferenceOTU1717	otu	6.767	p__Euryarchaeota	6.767	otu
New.CleanUp.ReferenceOTU271	otu	3.2064	p__Euryarchaeota	3.2064	otu
New.CleanUp.ReferenceOTU270	otu	7.4479	p__Euryarchaeota	7.4479	otu
New.CleanUp.ReferenceOTU276	otu	4.1261	p__Euryarchaeota	4.1261	otu
New.CleanUp.ReferenceOTU1246	otu	5.27	p__Actinobacteria	5.27	otu
New.CleanUp.ReferenceOTU274	otu	8.6359	p__Euryarchaeota	8.6359	otu
562741	otu	7.0201	p__Actinobacteria	7.0201	otu
New.CleanUp.ReferenceOTU3532	otu	4.0258	NA	4.0258	otu
1061145	otu	3.1051	p__Proteobacteria	3.1051	otu
New.CleanUp.ReferenceOTU3431	otu	4.0258	p__Actinobacteria	4.0258	otu
New.CleanUp.ReferenceOTU601	otu	4.0678	NA	4.0678	otu
New.CleanUp.ReferenceOTU879	otu	2.9943	p__Proteobacteria	2.9943	otu
New.CleanUp.ReferenceOTU1663	otu	3.0576	p__Cyanobacteria	3.0576	otu
New.CleanUp.ReferenceOTU1660	otu	4.485	p__Cyanobacteria	4.485	otu
New.CleanUp.ReferenceOTU871	otu	8.6503	p__Actinobacteria	8.6503	otu
New.CleanUp.ReferenceOTU1667	otu	4.9939	NA	4.9939	otu
New.CleanUp.ReferenceOTU873	otu	2.9943	p__Chloroflexi	2.9943	otu
New.CleanUp.ReferenceOTU3521	otu	4.8499	p__Chloroflexi	4.8499	otu
New.CleanUp.ReferenceOTU1412	otu	4.2868	p__Euryarchaeota	4.2868	otu
New.CleanUp.ReferenceOTU470	otu	18.7935	p__Euryarchaeota	18.7935	otu
New.CleanUp.ReferenceOTU473	otu	15.0399	p__Euryarchaeota	15.0399	otu
New.CleanUp.ReferenceOTU4158	otu	2.947	p__Actinobacteria	2.947	otu
New.CleanUp.ReferenceOTU475	otu	5.3713	p__Euryarchaeota	5.3713	otu
New.CleanUp.ReferenceOTU474	otu	3.9245	p__Euryarchaeota	3.9245	otu
New.CleanUp.ReferenceOTU476	otu	24.8891	p__Euryarchaeota	24.8891	otu
New.CleanUp.ReferenceOTU1399	otu	7.8351	p__Euryarchaeota	7.8351	otu
New.CleanUp.ReferenceOTU1391	otu	8.812	p__Euryarchaeota	8.812	otu
New.CleanUp.ReferenceOTU1396	otu	3.2943	p__Euryarchaeota	3.2943	otu
New.CleanUp.ReferenceOTU1397	otu	8.5937	p__Euryarchaeota	8.5937	otu
4455576	otu	6.7891	p__Proteobacteria	6.7891	otu
559753	otu	5.7449	p__Chloroflexi	5.7449	otu
4313769	otu	6.5417	p__Actinobacteria	6.5417	otu
11439	otu	9.1304	p__Actinobacteria	9.1304	otu
766214	otu	6.1989	p__Actinobacteria	6.1989	otu
341142	otu	3.3528	p__Bacteroidetes	3.3528	otu
New.CleanUp.ReferenceOTU2066	otu	7.4641	p__Cyanobacteria	7.4641	otu
New.CleanUp.ReferenceOTU2061	otu	5.5927	NA	5.5927	otu
New.CleanUp.ReferenceOTU2069	otu	6.1207	p__Actinobacteria	6.1207	otu
New.CleanUp.ReferenceOTU1776	otu	3.7383	p__Euryarchaeota	3.7383	otu
New.CleanUp.ReferenceOTU1892	otu	4.2805	NA	4.2805	otu
New.CleanUp.ReferenceOTU1896	otu	4.7513	NA	4.7513	otu
New.CleanUp.ReferenceOTU1898	otu	8.7322	p__Chloroflexi	8.7322	otu
128300	otu	21.897	p__Firmicutes	21.897	otu
254635	otu	9.1316	p__Actinobacteria	9.1316	otu
New.CleanUp.ReferenceOTU2470	otu	4.485	NA	4.485	otu
New.CleanUp.ReferenceOTU2479	otu	8.3389	p__Actinobacteria	8.3389	otu
1104521	otu	12.0908	p__Chloroflexi	12.0908	otu
New.CleanUp.ReferenceOTU412	otu	7.6628	p__Euryarchaeota	7.6628	otu
New.CleanUp.ReferenceOTU2274	otu	14.9281	p__Cyanobacteria	14.9281	otu
New.CleanUp.ReferenceOTU2272	otu	6.0712	NA	6.0712	otu
New.CleanUp.ReferenceOTU65	otu	12.4917	p__Chloroflexi	12.4917	otu
New.CleanUp.ReferenceOTU3010	otu	2.6959	p__Chloroflexi	2.6959	otu
New.CleanUp.ReferenceOTU2381	otu	3.1051	p__Cyanobacteria	3.1051	otu
New.CleanUp.ReferenceOTU2386	otu	4.485	p__Cyanobacteria	4.485	otu
New.CleanUp.ReferenceOTU2387	otu	3.0576	NA	3.0576	otu
New.CleanUp.ReferenceOTU2388	otu	3.1051	p__Cyanobacteria	3.1051	otu
New.CleanUp.ReferenceOTU1876	otu	4.7513	p__Cyanobacteria	4.7513	otu
New.CleanUp.ReferenceOTU1875	otu	4.5875	p__Chloroflexi	4.5875	otu
828305	otu	4.0678	p__Chloroflexi	4.0678	otu
New.CleanUp.ReferenceOTU10	otu	33.457	p__Euryarchaeota	33.457	otu
New.CleanUp.ReferenceOTU11	otu	25.4295	NA	25.4295	otu
New.CleanUp.ReferenceOTU12	otu	19.2167	NA	19.2167	otu
New.CleanUp.ReferenceOTU13	otu	21.7047	p__Euryarchaeota	21.7047	otu
216191	otu	3.6331	p__Planctomycetes	3.6331	otu
New.CleanUp.ReferenceOTU15	otu	23.8318	p__Euryarchaeota	23.8318	otu
New.CleanUp.ReferenceOTU16	otu	24.225	NA	24.225	otu
New.CleanUp.ReferenceOTU17	otu	29.7337	p__Euryarchaeota	29.7337	otu
New.CleanUp.ReferenceOTU18	otu	27.1588	p__Chloroflexi	27.1588	otu
New.CleanUp.ReferenceOTU19	otu	34.8973	p__Euryarchaeota	34.8973	otu
256163	otu	9.6356	p__Actinobacteria	9.6356	otu
New.CleanUp.ReferenceOTU2498	otu	4.485	p__Cyanobacteria	4.485	otu
New.CleanUp.ReferenceOTU2494	otu	5.5452	NA	5.5452	otu
New.CleanUp.ReferenceOTU3707	otu	3.0576	p__Cyanobacteria	3.0576	otu
New.CleanUp.ReferenceOTU3703	otu	4.0258	p__Chloroflexi	4.0258	otu
New.CleanUp.ReferenceOTU2658	otu	5.8544	p__Cyanobacteria	5.8544	otu
New.CleanUp.ReferenceOTU2656	otu	3.1051	p__Armatimonadetes	3.1051	otu
New.CleanUp.ReferenceOTU2655	otu	3.1051	p__Cyanobacteria	3.1051	otu
New.CleanUp.ReferenceOTU2652	otu	4.3228	p__Cyanobacteria	4.3228	otu
New.CleanUp.ReferenceOTU2650	otu	15.2781	p__Cyanobacteria	15.2781	otu
New.CleanUp.ReferenceOTU517	otu	3.2064	p__Euryarchaeota	3.2064	otu
New.CleanUp.ReferenceOTU514	otu	5.6549	p__Euryarchaeota	5.6549	otu
New.CleanUp.ReferenceOTU515	otu	3.0576	p__Actinobacteria	3.0576	otu
4349733	otu	6.6728	p__Actinobacteria	6.6728	otu
4349732	otu	7.9266	p__Actinobacteria	7.9266	otu
4349731	otu	16.4116	p__Actinobacteria	16.4116	otu
New.CleanUp.ReferenceOTU1528	otu	3.2943	p__Euryarchaeota	3.2943	otu
New.CleanUp.ReferenceOTU3639	otu	4.0258	p__Cyanobacteria	4.0258	otu
New.CleanUp.ReferenceOTU518	otu	7.8378	p__Cyanobacteria	7.8378	otu
New.CleanUp.ReferenceOTU286	otu	4.1261	p__Euryarchaeota	4.1261	otu
New.CleanUp.ReferenceOTU287	otu	5.3713	p__Euryarchaeota	5.3713	otu
New.CleanUp.ReferenceOTU284	otu	14.1666	p__Euryarchaeota	14.1666	otu
New.CleanUp.ReferenceOTU280	otu	14.4507	p__Euryarchaeota	14.4507	otu
New.CleanUp.ReferenceOTU3089	otu	2.6959	NA	2.6959	otu
New.CleanUp.ReferenceOTU288	otu	4.1261	p__Euryarchaeota	4.1261	otu
New.CleanUp.ReferenceOTU289	otu	3.2064	p__Euryarchaeota	3.2064	otu
New.CleanUp.ReferenceOTU1093	otu	6.2229	p__Euryarchaeota	6.2229	otu
New.CleanUp.ReferenceOTU2872	otu	4.0258	NA	4.0258	otu
4452900	otu	4.8608	p__Chloroflexi	4.8608	otu
New.CleanUp.ReferenceOTU2870	otu	4.0258	p__Chloroflexi	4.0258	otu
New.CleanUp.ReferenceOTU2875	otu	2.6959	p__Gemmatimonadetes	2.6959	otu
New.CleanUp.ReferenceOTU1703	otu	4.9194	NA	4.9194	otu
New.CleanUp.ReferenceOTU1702	otu	9.7315	p__Euryarchaeota	9.7315	otu
New.CleanUp.ReferenceOTU264	otu	3.2064	p__Euryarchaeota	3.2064	otu
New.CleanUp.ReferenceOTU265	otu	4.2717	NA	4.2717	otu
New.CleanUp.ReferenceOTU267	otu	5.3713	p__Euryarchaeota	5.3713	otu
New.CleanUp.ReferenceOTU609	otu	4.4532	p__Armatimonadetes	4.4532	otu
New.CleanUp.ReferenceOTU3528	otu	2.6959	p__Chloroflexi	2.6959	otu
New.CleanUp.ReferenceOTU1415	otu	4.5252	p__Euryarchaeota	4.5252	otu
New.CleanUp.ReferenceOTU1414	otu	20.1499	p__Euryarchaeota	20.1499	otu
New.CleanUp.ReferenceOTU1417	otu	3.2943	p__Euryarchaeota	3.2943	otu
New.CleanUp.ReferenceOTU1416	otu	6.9364	p__Actinobacteria	6.9364	otu
New.CleanUp.ReferenceOTU1411	otu	6.232	p__Cyanobacteria	6.232	otu
New.CleanUp.ReferenceOTU1410	otu	5.2769	p__Euryarchaeota	5.2769	otu
New.CleanUp.ReferenceOTU1413	otu	4.2868	p__Euryarchaeota	4.2868	otu
New.CleanUp.ReferenceOTU605	otu	12.9171	p__Chloroflexi	12.9171	otu
New.CleanUp.ReferenceOTU4093	otu	2.947	p__Chloroflexi	2.947	otu
New.CleanUp.ReferenceOTU1674	otu	3.5836	NA	3.5836	otu
818665	otu	4.8188	p__Actinobacteria	4.8188	otu
813104	otu	37.8821	p__Euryarchaeota	37.8821	otu
New.CleanUp.ReferenceOTU866	otu	4.2878	p__Cyanobacteria	4.2878	otu
New.CleanUp.ReferenceOTU1670	otu	4.7089	NA	4.7089	otu
New.CleanUp.ReferenceOTU1673	otu	10.9692	NA	10.9692	otu
New.CleanUp.ReferenceOTU1678	otu	10.2621	p__Euryarchaeota	10.2621	otu
544733	otu	23.7066	p__Euryarchaeota	23.7066	otu
New.CleanUp.ReferenceOTU468	otu	10.1266	p__Euryarchaeota	10.1266	otu
New.CleanUp.ReferenceOTU467	otu	9.7885	p__Euryarchaeota	9.7885	otu
New.CleanUp.ReferenceOTU460	otu	8.2858	p__Euryarchaeota	8.2858	otu
New.CleanUp.ReferenceOTU1384	otu	7.6203	p__Euryarchaeota	7.6203	otu
New.CleanUp.ReferenceOTU1387	otu	4.2189	p__Euryarchaeota	4.2189	otu
New.CleanUp.ReferenceOTU1386	otu	3.0576	p__Actinobacteria	3.0576	otu
4402892	otu	5.258	p__Proteobacteria	5.258	otu
New.CleanUp.ReferenceOTU1380	otu	3.8294	p__Euryarchaeota	3.8294	otu
New.CleanUp.ReferenceOTU1389	otu	3.8294	p__Euryarchaeota	3.8294	otu
New.CleanUp.ReferenceOTU1388	otu	6.4104	p__Chloroflexi	6.4104	otu
4373812	otu	40.1136	p__Euryarchaeota	40.1136	otu
2053922	otu	27.5336	p__Cyanobacteria	27.5336	otu
New.CleanUp.ReferenceOTU1431	otu	9.1892	p__Euryarchaeota	9.1892	otu
New.CleanUp.ReferenceOTU1437	otu	3.7383	p__Euryarchaeota	3.7383	otu
New.CleanUp.ReferenceOTU1436	otu	7.32	p__Euryarchaeota	7.32	otu
New.CleanUp.ReferenceOTU1343	otu	6.6719	p__Euryarchaeota	6.6719	otu
New.CleanUp.ReferenceOTU2011	otu	3.1051	p__Chloroflexi	3.1051	otu
New.CleanUp.ReferenceOTU2012	otu	3.1051	p__Proteobacteria	3.1051	otu
New.CleanUp.ReferenceOTU191	otu	10.333	p__Cyanobacteria	10.333	otu
New.CleanUp.ReferenceOTU2014	otu	4.7874	p__Cyanobacteria	4.7874	otu
New.CleanUp.ReferenceOTU2017	otu	10.0435	p__Cyanobacteria	10.0435	otu
New.CleanUp.ReferenceOTU2018	otu	4.3228	p__Chloroflexi	4.3228	otu
New.CleanUp.ReferenceOTU1433	otu	3.7383	p__Euryarchaeota	3.7383	otu
New.CleanUp.ReferenceOTU1432	otu	5.2769	p__Euryarchaeota	5.2769	otu
New.CleanUp.ReferenceOTU194	otu	27.909	p__Actinobacteria	27.909	otu
1822603	otu	6.1907	p__Actinobacteria	6.1907	otu
New.CleanUp.ReferenceOTU241	otu	5.6429	NA	5.6429	otu
New.CleanUp.ReferenceOTU2122	otu	4.7089	p__Cyanobacteria	4.7089	otu
New.CleanUp.ReferenceOTU3659	otu	6.3044	p__Chloroflexi	6.3044	otu
4480958	otu	8.412	p__Bacteroidetes	8.412	otu
4458424	otu	8.7771	p__Proteobacteria	8.7771	otu
63126	otu	4.0258	p__Actinobacteria	4.0258	otu
New.CleanUp.ReferenceOTU1503	otu	6.6719	p__Euryarchaeota	6.6719	otu
New.CleanUp.ReferenceOTU2260	otu	12.1978	p__Cyanobacteria	12.1978	otu
New.CleanUp.ReferenceOTU2268	otu	8.342	p__Cyanobacteria	8.342	otu
864395	otu	6.919	p__Actinobacteria	6.919	otu
New.CleanUp.ReferenceOTU1507	otu	15.9845	p__Euryarchaeota	15.9845	otu
168709	otu	4.8972	p__Actinobacteria	4.8972	otu
New.CleanUp.ReferenceOTU3028	otu	4.8188	p__Chloroflexi	4.8188	otu
86556	otu	18.2743	p__[Thermi]	18.2743	otu
New.CleanUp.ReferenceOTU2391	otu	9.0317	p__Cyanobacteria	9.0317	otu
New.CleanUp.ReferenceOTU2390	otu	5.8544	NA	5.8544	otu
New.CleanUp.ReferenceOTU2395	otu	5.8544	p__Cyanobacteria	5.8544	otu
New.CleanUp.ReferenceOTU1840	otu	4.3442	p__Chloroflexi	4.3442	otu
New.CleanUp.ReferenceOTU1844	otu	11.1066	p__Cyanobacteria	11.1066	otu
New.CleanUp.ReferenceOTU1845	otu	7.6926	p__Cyanobacteria	7.6926	otu
New.CleanUp.ReferenceOTU2489	otu	3.0576	p__Cyanobacteria	3.0576	otu
New.CleanUp.ReferenceOTU2488	otu	5.5452	NA	5.5452	otu
New.CleanUp.ReferenceOTU2487	otu	4.485	p__Cyanobacteria	4.485	otu
New.CleanUp.ReferenceOTU2486	otu	3.0576	p__Cyanobacteria	3.0576	otu
New.CleanUp.ReferenceOTU2484	otu	6.24	p__Cyanobacteria	6.24	otu
New.CleanUp.ReferenceOTU3732	otu	2.947	p__Chloroflexi	2.947	otu
New.CleanUp.ReferenceOTU2648	otu	4.485	p__Cyanobacteria	4.485	otu
4360288	otu	12.1452	p__Actinobacteria	12.1452	otu
New.CleanUp.ReferenceOTU2642	otu	11.2014	p__Cyanobacteria	11.2014	otu
New.CleanUp.ReferenceOTU1715	otu	3.5836	p__Chloroflexi	3.5836	otu
New.CleanUp.ReferenceOTU2647	otu	6.9726	NA	6.9726	otu
New.CleanUp.ReferenceOTU192	otu	13.1656	p__Chloroflexi	13.1656	otu
1110235	otu	19.8643	p__Actinobacteria	19.8643	otu
New.CleanUp.ReferenceOTU2736	otu	9.9788	p__Cyanobacteria	9.9788	otu
New.CleanUp.ReferenceOTU3608	otu	4.0258	NA	4.0258	otu
New.CleanUp.ReferenceOTU1483	otu	3.8294	p__Euryarchaeota	3.8294	otu
114830	otu	5.3713	p__Euryarchaeota	5.3713	otu
New.CleanUp.ReferenceOTU1066	otu	4.2878	p__Chloroflexi	4.2878	otu
543914	otu	5.2975	p__Chloroflexi	5.2975	otu
New.CleanUp.ReferenceOTU702	otu	3.5176	NA	3.5176	otu
New.CleanUp.ReferenceOTU707	otu	2.9943	NA	2.9943	otu
New.CleanUp.ReferenceOTU704	otu	4.4286	p__Chloroflexi	4.4286	otu
New.CleanUp.ReferenceOTU255	otu	4.5222	NA	4.5222	otu
New.CleanUp.ReferenceOTU254	otu	5.8544	NA	5.8544	otu
New.CleanUp.ReferenceOTU251	otu	11.9073	p__Actinobacteria	11.9073	otu
New.CleanUp.ReferenceOTU250	otu	7.6997	p__Euryarchaeota	7.6997	otu
446213	otu	9.3231	p__Actinobacteria	9.3231	otu
New.CleanUp.ReferenceOTU252	otu	4.2717	NA	4.2717	otu
New.CleanUp.ReferenceOTU679	otu	2.9943	p__Cyanobacteria	2.9943	otu
New.CleanUp.ReferenceOTU676	otu	4.8972	p__Cyanobacteria	4.8972	otu
New.CleanUp.ReferenceOTU1462	otu	5.2769	p__Euryarchaeota	5.2769	otu
New.CleanUp.ReferenceOTU674	otu	2.9943	p__Actinobacteria	2.9943	otu
New.CleanUp.ReferenceOTU1464	otu	5.5452	p__Cyanobacteria	5.5452	otu
New.CleanUp.ReferenceOTU1465	otu	4.485	p__Cyanobacteria	4.485	otu
New.CleanUp.ReferenceOTU671	otu	12.3286	p__Actinobacteria	12.3286	otu
New.CleanUp.ReferenceOTU3515	otu	4.0258	p__Chloroflexi	4.0258	otu
New.CleanUp.ReferenceOTU388	otu	5.6408	p__Euryarchaeota	5.6408	otu
New.CleanUp.ReferenceOTU386	otu	14.7804	NA	14.7804	otu
New.CleanUp.ReferenceOTU385	otu	15.0278	p__Euryarchaeota	15.0278	otu
New.CleanUp.ReferenceOTU384	otu	14.8379	p__Euryarchaeota	14.8379	otu
New.CleanUp.ReferenceOTU382	otu	5.5452	p__Cyanobacteria	5.5452	otu
New.CleanUp.ReferenceOTU380	otu	9.5708	p__Euryarchaeota	9.5708	otu
New.CleanUp.ReferenceOTU1605	otu	10.0423	p__Euryarchaeota	10.0423	otu
New.CleanUp.ReferenceOTU1606	otu	11.9781	p__Euryarchaeota	11.9781	otu
New.CleanUp.ReferenceOTU810	otu	4.0678	NA	4.0678	otu
New.CleanUp.ReferenceOTU1608	otu	14.3427	p__Euryarchaeota	14.3427	otu
New.CleanUp.ReferenceOTU3516	otu	2.6959	p__Actinobacteria	2.6959	otu
New.CleanUp.ReferenceOTU492	otu	5.3713	p__Euryarchaeota	5.3713	otu
New.CleanUp.ReferenceOTU490	otu	15.9709	p__Euryarchaeota	15.9709	otu
New.CleanUp.ReferenceOTU2869	otu	4.0258	NA	4.0258	otu
New.CleanUp.ReferenceOTU494	otu	6.3589	p__Euryarchaeota	6.3589	otu
New.CleanUp.ReferenceOTU498	otu	3.9245	p__Euryarchaeota	3.9245	otu
New.CleanUp.ReferenceOTU2861	otu	4.0258	NA	4.0258	otu
New.CleanUp.ReferenceOTU2860	otu	5.6429	NA	5.6429	otu
New.CleanUp.ReferenceOTU2863	otu	3.58	p__Chloroflexi	3.58	otu
New.CleanUp.ReferenceOTU4170	otu	2.947	p__Cyanobacteria	2.947	otu
New.CleanUp.ReferenceOTU928	otu	4.4286	p__Actinobacteria	4.4286	otu
New.CleanUp.ReferenceOTU1115	otu	3.0576	p__Cyanobacteria	3.0576	otu
New.CleanUp.ReferenceOTU1117	otu	5.3713	p__Euryarchaeota	5.3713	otu
New.CleanUp.ReferenceOTU926	otu	3.5176	p__Armatimonadetes	3.5176	otu
New.CleanUp.ReferenceOTU1113	otu	6.9447	p__Euryarchaeota	6.9447	otu
151936	otu	20.9326	p__Euryarchaeota	20.9326	otu
4362620	otu	3.5176	p__Crenarchaeota	3.5176	otu
4714	otu	4.8188	p__Proteobacteria	4.8188	otu
New.CleanUp.ReferenceOTU1289	otu	4.3862	p__Actinobacteria	4.3862	otu
New.CleanUp.ReferenceOTU1280	otu	4.0678	p__Cyanobacteria	4.0678	otu
New.CleanUp.ReferenceOTU3420	otu	5.3275	NA	5.3275	otu
2036172	otu	22.3871	p__Euryarchaeota	22.3871	otu
947475	otu	3.5176	p__Actinobacteria	3.5176	otu
New.CleanUp.ReferenceOTU741	otu	4.2033	p__Chloroflexi	4.2033	otu
4414336	otu	18.2761	p__Actinobacteria	18.2761	otu
New.CleanUp.ReferenceOTU2001	otu	8.7219	p__Cyanobacteria	8.7219	otu
New.CleanUp.ReferenceOTU2007	otu	3.1051	p__Chloroflexi	3.1051	otu
New.CleanUp.ReferenceOTU2006	otu	3.1051	NA	3.1051	otu
New.CleanUp.ReferenceOTU2008	otu	3.1051	NA	3.1051	otu
New.CleanUp.ReferenceOTU88	otu	10.5539	p__Chloroflexi	10.5539	otu
New.CleanUp.ReferenceOTU3282	otu	2.6959	p__Cyanobacteria	2.6959	otu
235943	otu	2.9943	p__Actinobacteria	2.9943	otu
New.CleanUp.ReferenceOTU3288	otu	4.8188	p__Gemmatimonadetes	4.8188	otu
4362403	otu	22.2824	p__Euryarchaeota	22.2824	otu
568698	otu	39.5102	p__Cyanobacteria	39.5102	otu
New.CleanUp.ReferenceOTU2135	otu	3.3528	p__Cyanobacteria	3.3528	otu
New.CleanUp.ReferenceOTU2131	otu	5.4085	p__Chloroflexi	5.4085	otu
1131309	otu	3.0576	p__Chloroflexi	3.0576	otu
3734418	otu	5.7351	p__Actinobacteria	5.7351	otu
New.CleanUp.ReferenceOTU2252	otu	4.7089	p__Cyanobacteria	4.7089	otu
New.CleanUp.ReferenceOTU2257	otu	12.1797	p__Cyanobacteria	12.1797	otu
New.CleanUp.ReferenceOTU2254	otu	5.5927	p__Cyanobacteria	5.5927	otu
New.CleanUp.ReferenceOTU3353	otu	2.6959	NA	2.6959	otu
New.CleanUp.ReferenceOTU1654	otu	17.9822	p__Cyanobacteria	17.9822	otu
831877	otu	6.3315	p__Chloroflexi	6.3315	otu
New.CleanUp.ReferenceOTU1855	otu	3.3528	NA	3.3528	otu
New.CleanUp.ReferenceOTU1854	otu	7.8378	p__Actinobacteria	7.8378	otu
New.CleanUp.ReferenceOTU1856	otu	3.8899	p__Actinobacteria	3.8899	otu
808657	otu	8.2127	p__Cyanobacteria	8.2127	otu
1113193	otu	20.5545	p__Euryarchaeota	20.5545	otu
826651	otu	5.4199	p__Actinobacteria	5.4199	otu
4481011	otu	13.8667	p__Actinobacteria	13.8667	otu
4374807	otu	7.9815	p__Acidobacteria	7.9815	otu
2739096	otu	4.8499	p__Actinobacteria	4.8499	otu
1110437	otu	4.0678	p__Actinobacteria	4.0678	otu
47411	otu	3.7383	p__Euryarchaeota	3.7383	otu
3862609	otu	39.5882	p__Euryarchaeota	39.5882	otu
New.CleanUp.ReferenceOTU1071	otu	2.9943	p__Planctomycetes	2.9943	otu
New.CleanUp.ReferenceOTU1079	otu	3.2064	p__Euryarchaeota	3.2064	otu
New.CleanUp.ReferenceOTU242	otu	3.2046	p__Actinobacteria	3.2046	otu
New.CleanUp.ReferenceOTU243	otu	6.1907	p__Actinobacteria	6.1907	otu
2025460	otu	23.9373	p__Actinobacteria	23.9373	otu
New.CleanUp.ReferenceOTU713	otu	4.8972	p__Proteobacteria	4.8972	otu
New.CleanUp.ReferenceOTU246	otu	18.5969	p__Euryarchaeota	18.5969	otu
New.CleanUp.ReferenceOTU247	otu	10.6502	p__Euryarchaeota	10.6502	otu
New.CleanUp.ReferenceOTU244	otu	7.8029	p__Chloroflexi	7.8029	otu
New.CleanUp.ReferenceOTU245	otu	17.7101	p__Euryarchaeota	17.7101	otu
New.CleanUp.ReferenceOTU248	otu	14.5173	p__Euryarchaeota	14.5173	otu
New.CleanUp.ReferenceOTU249	otu	16.51	p__Euryarchaeota	16.51	otu
New.CleanUp.ReferenceOTU1478	otu	5.2769	p__Euryarchaeota	5.2769	otu
New.CleanUp.ReferenceOTU3500	otu	2.6959	p__Chloroflexi	2.6959	otu
New.CleanUp.ReferenceOTU3503	otu	2.6959	p__Chloroflexi	2.6959	otu
New.CleanUp.ReferenceOTU664	otu	2.9943	p__Chloroflexi	2.9943	otu
New.CleanUp.ReferenceOTU1472	otu	5.8473	p__Cyanobacteria	5.8473	otu
New.CleanUp.ReferenceOTU404	otu	3.7383	p__Euryarchaeota	3.7383	otu
New.CleanUp.ReferenceOTU667	otu	4.2878	p__Cyanobacteria	4.2878	otu
New.CleanUp.ReferenceOTU1476	otu	9.0725	NA	9.0725	otu
New.CleanUp.ReferenceOTU662	otu	16.5234	NA	16.5234	otu
New.CleanUp.ReferenceOTU663	otu	3.0576	p__Cyanobacteria	3.0576	otu
New.CleanUp.ReferenceOTU398	otu	7.6628	p__Euryarchaeota	7.6628	otu
New.CleanUp.ReferenceOTU399	otu	6.8088	NA	6.8088	otu
New.CleanUp.ReferenceOTU396	otu	6.1727	p__Euryarchaeota	6.1727	otu
New.CleanUp.ReferenceOTU397	otu	10.8931	p__Euryarchaeota	10.8931	otu
New.CleanUp.ReferenceOTU390	otu	8.6573	p__Euryarchaeota	8.6573	otu
New.CleanUp.ReferenceOTU391	otu	4.485	p__Cyanobacteria	4.485	otu
New.CleanUp.ReferenceOTU392	otu	3.5836	NA	3.5836	otu
New.CleanUp.ReferenceOTU1613	otu	4.2868	p__Euryarchaeota	4.2868	otu
New.CleanUp.ReferenceOTU801	otu	3.5176	NA	3.5176	otu
4432889	otu	7.8543	p__Actinobacteria	7.8543	otu
New.CleanUp.ReferenceOTU2927	otu	4.0258	p__Cyanobacteria	4.0258	otu
New.CleanUp.ReferenceOTU2921	otu	2.6959	NA	2.6959	otu
New.CleanUp.ReferenceOTU2819	otu	5.3264	p__Cyanobacteria	5.3264	otu
New.CleanUp.ReferenceOTU482	otu	5.3713	p__Euryarchaeota	5.3713	otu
New.CleanUp.ReferenceOTU483	otu	9.9734	p__Euryarchaeota	9.9734	otu
New.CleanUp.ReferenceOTU485	otu	5.5452	p__Cyanobacteria	5.5452	otu
New.CleanUp.ReferenceOTU486	otu	6.2229	p__Euryarchaeota	6.2229	otu
New.CleanUp.ReferenceOTU487	otu	5.859	p__Euryarchaeota	5.859	otu
New.CleanUp.ReferenceOTU2810	otu	6.4579	p__Cyanobacteria	6.4579	otu
New.CleanUp.ReferenceOTU489	otu	5.3713	p__Euryarchaeota	5.3713	otu
New.CleanUp.ReferenceOTU189	otu	6.8512	NA	6.8512	otu
New.CleanUp.ReferenceOTU2817	otu	7.1042	p__Cyanobacteria	7.1042	otu
New.CleanUp.ReferenceOTU939	otu	4.0678	p__Chloroflexi	4.0678	otu
New.CleanUp.ReferenceOTU935	otu	6.1112	p__Cyanobacteria	6.1112	otu
New.CleanUp.ReferenceOTU1101	otu	6.0489	p__Euryarchaeota	6.0489	otu
New.CleanUp.ReferenceOTU937	otu	2.9943	p__Chloroflexi	2.9943	otu
New.CleanUp.ReferenceOTU54	otu	6.6229	p__Chloroflexi	6.6229	otu
New.CleanUp.ReferenceOTU55	otu	22.2521	p__Euryarchaeota	22.2521	otu
New.CleanUp.ReferenceOTU56	otu	18.7788	p__Planctomycetes	18.7788	otu
New.CleanUp.ReferenceOTU57	otu	32.5569	p__Euryarchaeota	32.5569	otu
