#NodeID	NodeType	Abundance	k	p	c	o	f
New.CleanUp.ReferenceOTU1956	otu	4.2805	Unassigned	NA	NA	NA	NA
New.CleanUp.ReferenceOTU505	otu	6.8323	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU504	otu	8.2138	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU3307	otu	3.2046	k__Bacteria	p__Actinobacteria	c__Rubrobacteria	o__Rubrobacterales	f__Rubrobacteraceae
New.CleanUp.ReferenceOTU3306	otu	4.0258	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__
New.CleanUp.ReferenceOTU667	otu	4.2878	k__Bacteria	p__Cyanobacteria	c__Synechococcophycideae	o__Synechococcales	f__Acaryochloridaceae
New.CleanUp.ReferenceOTU2375	otu	4.3228	k__Bacteria	p__Cyanobacteria	c__Oscillatoriophycideae	o__Chroococcales	f__Xenococcaceae
New.CleanUp.ReferenceOTU2377	otu	4.485	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Nocardioidaceae
New.CleanUp.ReferenceOTU2371	otu	4.3866	k__Bacteria	p__Planctomycetes	c__Phycisphaerae	o__WD2101	f__
New.CleanUp.ReferenceOTU2372	otu	17.7973	k__Bacteria	p__Cyanobacteria	c__Oscillatoriophycideae	o__Chroococcales	f__Xenococcaceae
New.CleanUp.ReferenceOTU1538	otu	3.2943	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU147	otu	9.1097	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Solirubrobacterales	f__
New.CleanUp.ReferenceOTU142	otu	7.8595	Unassigned	NA	NA	NA	NA
New.CleanUp.ReferenceOTU118	otu	5.4199	Unassigned	NA	NA	NA	NA
New.CleanUp.ReferenceOTU0	otu	40.4225	k__Bacteria	p__Cyanobacteria	c__Oscillatoriophycideae	o__Chroococcales	f__Xenococcaceae
New.CleanUp.ReferenceOTU119	otu	12.1853	k__Bacteria	p__Cyanobacteria	c__Oscillatoriophycideae	o__Chroococcales	f__Xenococcaceae
New.CleanUp.ReferenceOTU3239	otu	5.7029	k__Bacteria	p__Chloroflexi	c__Chloroflexi	o__AKIW781	f__
New.CleanUp.ReferenceOTU3236	otu	4.8188	k__Bacteria	p__Chloroflexi	c__TK10	o__	f__
New.CleanUp.ReferenceOTU3235	otu	4.0258	k__Bacteria	p__Chloroflexi	c__Chloroflexi	o__AKIW781	f__
New.CleanUp.ReferenceOTU3234	otu	2.6959	k__Bacteria	p__Chloroflexi	c__Thermomicrobia	o__JG30-KF-CM45	f__
New.CleanUp.ReferenceOTU3233	otu	6.848	k__Bacteria	p__Chloroflexi	c__Chloroflexi	o__AKIW781	f__
New.CleanUp.ReferenceOTU296	otu	6.1415	k__Bacteria	p__Planctomycetes	c__Phycisphaerae	o__WD2101	f__
New.CleanUp.ReferenceOTU112	otu	7.6067	k__Bacteria	p__Cyanobacteria	c__Oscillatoriophycideae	o__Chroococcales	f__Xenococcaceae
New.CleanUp.ReferenceOTU91	otu	8.2935	Unassigned	NA	NA	NA	NA
New.CleanUp.ReferenceOTU92	otu	19.3324	k__Bacteria	p__Chloroflexi	c__Chloroflexi	o__AKIW781	f__
New.CleanUp.ReferenceOTU93	otu	7.0087	Unassigned	NA	NA	NA	NA
New.CleanUp.ReferenceOTU94	otu	26.8796	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU1163	otu	3.5176	Unassigned	NA	NA	NA	NA
New.CleanUp.ReferenceOTU3544	otu	2.6959	Unassigned	NA	NA	NA	NA
New.CleanUp.ReferenceOTU114	otu	5.1636	k__Bacteria	p__Chloroflexi	c__Thermomicrobia	o__JG30-KF-CM45	f__
New.CleanUp.ReferenceOTU3158	otu	4.8499	k__Bacteria	p__Chloroflexi	c__TK10	o__AKYG885	f__
New.CleanUp.ReferenceOTU97	otu	10.9275	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU1325	otu	6.1368	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU1322	otu	3.9683	k__Bacteria	p__Chloroflexi	c__Chloroflexi	o__AKIW781	f__
New.CleanUp.ReferenceOTU2551	otu	12.1978	k__Bacteria	p__Cyanobacteria	c__Oscillatoriophycideae	o__Chroococcales	f__Xenococcaceae
New.CleanUp.ReferenceOTU685	otu	2.9943	k__Bacteria	p__Cyanobacteria	c__Oscillatoriophycideae	o__Chroococcales	f__Xenococcaceae
New.CleanUp.ReferenceOTU2793	otu	6.1627	k__Bacteria	p__Cyanobacteria	c__Oscillatoriophycideae	o__Chroococcales	f__Xenococcaceae
New.CleanUp.ReferenceOTU707	otu	2.9943	Unassigned	NA	NA	NA	NA
New.CleanUp.ReferenceOTU2798	otu	7.3715	k__Bacteria	p__Cyanobacteria	c__Oscillatoriophycideae	o__Chroococcales	f__Xenococcaceae
New.CleanUp.ReferenceOTU1083	otu	6.0712	Unassigned	NA	NA	NA	NA
New.CleanUp.ReferenceOTU560	otu	6.2229	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU565	otu	12.8214	k__Bacteria	p__Cyanobacteria	c__	o__	f__
New.CleanUp.ReferenceOTU569	otu	6.5007	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU1008	otu	4.0678	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__
New.CleanUp.ReferenceOTU1248	otu	6.2891	Unassigned	NA	NA	NA	NA
New.CleanUp.ReferenceOTU89	otu	26.6024	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU88	otu	10.5539	k__Bacteria	p__Chloroflexi	c__Thermomicrobia	o__JG30-KF-CM45	f__
New.CleanUp.ReferenceOTU87	otu	19.4763	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU86	otu	11.8072	k__Bacteria	p__Gemmatimonadetes	c__Gemmatimonadetes	o__Gemmatimonadales	f__
New.CleanUp.ReferenceOTU85	otu	15.5226	k__Bacteria	p__Cyanobacteria	c__Oscillatoriophycideae	o__Chroococcales	f__Xenococcaceae
New.CleanUp.ReferenceOTU164	otu	6.5462	Unassigned	NA	NA	NA	NA
New.CleanUp.ReferenceOTU83	otu	11.8407	k__Bacteria	p__FBP	c__	o__	f__
New.CleanUp.ReferenceOTU82	otu	14.8139	k__Bacteria	p__Chloroflexi	c__Thermomicrobia	o__JG30-KF-CM45	f__
New.CleanUp.ReferenceOTU161	otu	10.3043	k__Bacteria	p__Cyanobacteria	c__Synechococcophycideae	o__Synechococcales	f__Acaryochloridaceae
New.CleanUp.ReferenceOTU80	otu	14.2325	k__Bacteria	p__Cyanobacteria	c__Oscillatoriophycideae	o__Chroococcales	f__Xenococcaceae
New.CleanUp.ReferenceOTU1310	otu	3.2943	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU1311	otu	4.7089	k__Bacteria	p__Chloroflexi	c__Chloroflexi	o__AKIW781	f__
New.CleanUp.ReferenceOTU1316	otu	11.9186	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU1317	otu	4.9926	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU1315	otu	3.2943	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU1319	otu	3.8294	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU306	otu	15.7924	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU305	otu	4.7892	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU304	otu	6.2793	Unassigned	NA	NA	NA	NA
New.CleanUp.ReferenceOTU303	otu	6.1727	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU301	otu	10.8931	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU1797	otu	6.0712	k__Bacteria	p__Cyanobacteria	c__Oscillatoriophycideae	o__Chroococcales	f__Xenococcaceae
New.CleanUp.ReferenceOTU1795	otu	5.5741	k__Bacteria	p__Cyanobacteria	c__Oscillatoriophycideae	o__Chroococcales	f__Xenococcaceae
New.CleanUp.ReferenceOTU769	otu	6.0152	k__Bacteria	p__Cyanobacteria	c__Oscillatoriophycideae	o__Chroococcales	f__Xenococcaceae
New.CleanUp.ReferenceOTU514	otu	5.6549	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU126	otu	9.2128	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU789	otu	10.1249	k__Bacteria	p__Planctomycetes	c__Phycisphaerae	o__WD2101	f__
New.CleanUp.ReferenceOTU1778	otu	4.7089	k__Bacteria	p__[Thermi]	c__Deinococci	o__Deinococcales	f__Deinococcaceae
New.CleanUp.ReferenceOTU781	otu	7.6842	k__Bacteria	p__Chloroflexi	c__Thermomicrobia	o__JG30-KF-CM45	f__
New.CleanUp.ReferenceOTU780	otu	7.0201	k__Bacteria	p__Cyanobacteria	c__Oscillatoriophycideae	o__Chroococcales	f__Xenococcaceae
New.CleanUp.ReferenceOTU786	otu	7.9266	Unassigned	NA	NA	NA	NA
New.CleanUp.ReferenceOTU948	otu	4.8972	Unassigned	NA	NA	NA	NA
New.CleanUp.ReferenceOTU412	otu	7.6628	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU942	otu	4.0678	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Nocardioidaceae
New.CleanUp.ReferenceOTU414	otu	5.3713	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU2971	otu	4.0258	k__Bacteria	p__Chloroflexi	c__TK17	o__	f__
New.CleanUp.ReferenceOTU2975	otu	2.6959	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Gaiellales	f__Gaiellaceae
New.CleanUp.ReferenceOTU633	otu	4.4286	Unassigned	NA	NA	NA	NA
New.CleanUp.ReferenceOTU1976	otu	4.485	k__Bacteria	p__Chloroflexi	c__Thermomicrobia	o__JG30-KF-CM45	f__
New.CleanUp.ReferenceOTU205	otu	3.8899	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Acetobacteraceae
New.CleanUp.ReferenceOTU752	otu	4.6525	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	NA
New.CleanUp.ReferenceOTU753	otu	3.5176	k__Bacteria	p__Chloroflexi	c__Thermomicrobia	o__Ellin6537	f__
New.CleanUp.ReferenceOTU3320	otu	2.6959	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Solirubrobacterales	f__Conexibacteraceae
New.CleanUp.ReferenceOTU2159	otu	4.2805	Unassigned	NA	NA	NA	NA
New.CleanUp.ReferenceOTU2151	otu	3.3528	k__Bacteria	p__Cyanobacteria	c__	o__	f__
New.CleanUp.ReferenceOTU2150	otu	4.7513	k__Bacteria	p__Cyanobacteria	c__Oscillatoriophycideae	o__Chroococcales	f__Xenococcaceae
New.CleanUp.ReferenceOTU2154	otu	6.5442	k__Bacteria	p__Cyanobacteria	c__Oscillatoriophycideae	o__Chroococcales	f__Xenococcaceae
New.CleanUp.ReferenceOTU2156	otu	3.3528	k__Bacteria	p__Cyanobacteria	c__Oscillatoriophycideae	o__Chroococcales	f__Xenococcaceae
New.CleanUp.ReferenceOTU630	otu	5.1636	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__
New.CleanUp.ReferenceOTU1978	otu	3.1051	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Nocardioidaceae
New.CleanUp.ReferenceOTU1708	otu	9.163	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU1979	otu	4.7513	k__Bacteria	p__Cyanobacteria	c__Oscillatoriophycideae	o__Chroococcales	f__Xenococcaceae
New.CleanUp.ReferenceOTU637	otu	2.9943	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Solirubrobacterales	f__
New.CleanUp.ReferenceOTU1948	otu	8.1132	k__Bacteria	p__Cyanobacteria	c__Oscillatoriophycideae	o__Chroococcales	f__Xenococcaceae
New.CleanUp.ReferenceOTU3849	otu	2.947	Unassigned	NA	NA	NA	NA
New.CleanUp.ReferenceOTU1942	otu	3.8899	k__Bacteria	p__Cyanobacteria	c__Oscillatoriophycideae	o__Chroococcales	f__Xenococcaceae
New.CleanUp.ReferenceOTU970	otu	4.2878	Unassigned	NA	NA	NA	NA
New.CleanUp.ReferenceOTU972	otu	6.0994	k__Bacteria	p__Cyanobacteria	c__Oscillatoriophycideae	o__Chroococcales	f__Xenococcaceae
New.CleanUp.ReferenceOTU676	otu	4.8972	k__Bacteria	p__Cyanobacteria	c__Synechococcophycideae	o__Synechococcales	f__Acaryochloridaceae
New.CleanUp.ReferenceOTU2308	otu	8.8755	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Solirubrobacterales	f__Solirubrobacteraceae
New.CleanUp.ReferenceOTU715	otu	4.8608	k__Bacteria	p__Actinobacteria	c__Rubrobacteria	o__Rubrobacterales	f__Rubrobacteraceae
New.CleanUp.ReferenceOTU871	otu	8.6503	k__Bacteria	p__Actinobacteria	c__Rubrobacteria	o__Rubrobacterales	f__Rubrobacteraceae
New.CleanUp.ReferenceOTU873	otu	2.9943	k__Bacteria	p__Chloroflexi	c__Chloroflexi	o__AKIW781	f__
New.CleanUp.ReferenceOTU291	otu	6.2229	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU2513	otu	3.0576	Unassigned	NA	NA	NA	NA
New.CleanUp.ReferenceOTU674	otu	2.9943	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__
New.CleanUp.ReferenceOTU3184	otu	5.3275	k__Bacteria	p__Chloroflexi	c__Thermomicrobia	o__JG30-KF-CM45	f__
New.CleanUp.ReferenceOTU3208	otu	4.0258	k__Bacteria	p__Chloroflexi	c__Chloroflexi	o__AKIW781	f__
New.CleanUp.ReferenceOTU3205	otu	4.0258	Unassigned	NA	NA	NA	NA
New.CleanUp.ReferenceOTU827	otu	2.9943	k__Bacteria	p__Chloroflexi	c__Thermomicrobia	o__JG30-KF-CM45	f__
New.CleanUp.ReferenceOTU3141	otu	3.58	k__Bacteria	p__[Thermi]	c__Deinococci	o__Deinococcales	f__Trueperaceae
New.CleanUp.ReferenceOTU48	otu	21.5996	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__
New.CleanUp.ReferenceOTU2415	otu	3.6331	k__Bacteria	p__Actinobacteria	c__Rubrobacteria	o__Rubrobacterales	f__Rubrobacteraceae
New.CleanUp.ReferenceOTU2410	otu	7.0763	Unassigned	NA	NA	NA	NA
New.CleanUp.ReferenceOTU2412	otu	3.1051	Unassigned	NA	NA	NA	NA
New.CleanUp.ReferenceOTU2418	otu	8.3674	k__Bacteria	p__Chloroflexi	c__Thermomicrobia	o__JG30-KF-CM45	f__
New.CleanUp.ReferenceOTU2419	otu	3.0576	k__Bacteria	p__Cyanobacteria	c__Oscillatoriophycideae	o__Chroococcales	f__Xenococcaceae
New.CleanUp.ReferenceOTU1177	otu	5.1172	Unassigned	NA	NA	NA	NA
New.CleanUp.ReferenceOTU214	otu	4.9939	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU671	otu	12.3286	k__Bacteria	p__Actinobacteria	c__Rubrobacteria	o__Rubrobacterales	f__Rubrobacteraceae
New.CleanUp.ReferenceOTU1912	otu	11.0032	k__Bacteria	p__Cyanobacteria	c__Oscillatoriophycideae	o__Chroococcales	f__Xenococcaceae
New.CleanUp.ReferenceOTU1703	otu	4.9194	Unassigned	NA	NA	NA	NA
New.CleanUp.ReferenceOTU2528	otu	5.3213	k__Bacteria	p__Cyanobacteria	c__Oscillatoriophycideae	NA	NA
New.CleanUp.ReferenceOTU2529	otu	4.485	k__Bacteria	p__Cyanobacteria	c__Oscillatoriophycideae	o__Chroococcales	f__Xenococcaceae
New.CleanUp.ReferenceOTU1702	otu	9.7315	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU3330	otu	2.6959	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Nocardioidaceae
New.CleanUp.ReferenceOTU4256	otu	2.947	k__Bacteria	p__Chloroflexi	c__	o__	f__
New.CleanUp.ReferenceOTU1544	otu	7.0614	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU1542	otu	3.2943	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU578	otu	4.485	Unassigned	NA	NA	NA	NA
New.CleanUp.ReferenceOTU820	otu	2.9943	k__Bacteria	p__Chloroflexi	c__	o__	f__
New.CleanUp.ReferenceOTU1549	otu	5.2769	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU1548	otu	6.6719	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU2636	otu	4.3228	k__Bacteria	p__Cyanobacteria	c__Oscillatoriophycideae	o__Chroococcales	f__Xenococcaceae
New.CleanUp.ReferenceOTU72	otu	14.37	k__Bacteria	p__Actinobacteria	c__Nitriliruptoria	o__Euzebyales	f__Euzebyaceae
New.CleanUp.ReferenceOTU73	otu	6.7215	k__Bacteria	p__Chloroflexi	c__Thermomicrobia	o__JG30-KF-CM45	f__
New.CleanUp.ReferenceOTU70	otu	20.1117	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU71	otu	9.6633	k__Bacteria	p__Chloroflexi	c__Chloroflexi	o__AKIW781	f__
New.CleanUp.ReferenceOTU76	otu	11.0391	k__Bacteria	p__Chloroflexi	c__Thermomicrobia	o__	f__
New.CleanUp.ReferenceOTU77	otu	5.6549	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU74	otu	14.6514	k__Bacteria	p__Chloroflexi	c__Thermomicrobia	o__JG30-KF-CM45	f__
New.CleanUp.ReferenceOTU75	otu	9.9678	k__Bacteria	p__Actinobacteria	c__Nitriliruptoria	o__Euzebyales	f__Euzebyaceae
New.CleanUp.ReferenceOTU174	otu	10.4348	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Geodermatophilaceae
New.CleanUp.ReferenceOTU175	otu	13.4771	k__Bacteria	p__Cyanobacteria	c__Synechococcophycideae	NA	NA
New.CleanUp.ReferenceOTU176	otu	4.8188	k__Bacteria	p__Cyanobacteria	c__Oscillatoriophycideae	o__Chroococcales	f__Xenococcaceae
New.CleanUp.ReferenceOTU177	otu	8.7111	Unassigned	NA	NA	NA	NA
New.CleanUp.ReferenceOTU170	otu	7.536	k__Bacteria	p__Cyanobacteria	c__Oscillatoriophycideae	o__Chroococcales	f__Xenococcaceae
New.CleanUp.ReferenceOTU171	otu	8.4544	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__
New.CleanUp.ReferenceOTU172	otu	6.1516	k__Bacteria	p__Chloroflexi	c__Chloroflexi	o__AKIW781	f__
New.CleanUp.ReferenceOTU173	otu	10.8276	k__Bacteria	p__Cyanobacteria	NA	NA	NA
New.CleanUp.ReferenceOTU314	otu	9.577	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU317	otu	7.1309	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU310	otu	3.7383	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU311	otu	20.1129	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU1782	otu	4.6832	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU1784	otu	3.9683	k__Bacteria	p__Cyanobacteria	c__Oscillatoriophycideae	o__Chroococcales	f__Xenococcaceae
New.CleanUp.ReferenceOTU1787	otu	7.8089	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__
New.CleanUp.ReferenceOTU779	otu	4.0678	k__Bacteria	p__Chloroflexi	c__Thermomicrobia	o__JG30-KF-CM45	f__
New.CleanUp.ReferenceOTU194	otu	27.909	k__Bacteria	p__Actinobacteria	c__Rubrobacteria	o__Rubrobacterales	f__Rubrobacteraceae
New.CleanUp.ReferenceOTU1415	otu	4.5252	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU1764	otu	3.7383	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU1763	otu	3.0576	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Solirubrobacterales	f__Solirubrobacteraceae
New.CleanUp.ReferenceOTU1761	otu	3.7383	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU958	otu	9.5744	k__Bacteria	p__Cyanobacteria	c__Oscillatoriophycideae	o__Chroococcales	f__Xenococcaceae
New.CleanUp.ReferenceOTU957	otu	10.3091	k__Bacteria	p__Cyanobacteria	c__Synechococcophycideae	o__Synechococcales	f__Acaryochloridaceae
New.CleanUp.ReferenceOTU402	otu	6.9726	Unassigned	NA	NA	NA	NA
New.CleanUp.ReferenceOTU952	otu	2.9943	k__Bacteria	p__Cyanobacteria	c__Oscillatoriophycideae	o__Chroococcales	f__Xenococcaceae
New.CleanUp.ReferenceOTU1164	otu	4.0678	Unassigned	NA	NA	NA	NA
New.CleanUp.ReferenceOTU4077	otu	2.947	Unassigned	NA	NA	NA	NA
New.CleanUp.ReferenceOTU2948	otu	2.6959	k__Bacteria	p__Cyanobacteria	c__Oscillatoriophycideae	o__Chroococcales	f__Xenococcaceae
New.CleanUp.ReferenceOTU523	otu	3.5836	Unassigned	NA	NA	NA	NA
New.CleanUp.ReferenceOTU143	otu	14.7883	k__Bacteria	p__Chloroflexi	c__Chloroflexi	o__AKIW781	f__
New.CleanUp.ReferenceOTU2098	otu	4.485	Unassigned	NA	NA	NA	NA
New.CleanUp.ReferenceOTU1626	otu	5.859	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU2090	otu	4.7513	Unassigned	NA	NA	NA	NA
New.CleanUp.ReferenceOTU2093	otu	4.0187	k__Bacteria	p__Cyanobacteria	c__Oscillatoriophycideae	o__Chroococcales	f__Xenococcaceae
New.CleanUp.ReferenceOTU4103	otu	2.947	k__Bacteria	p__[Thermi]	c__Deinococci	o__Deinococcales	f__Trueperaceae
New.CleanUp.ReferenceOTU1627	otu	3.9245	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU3922	otu	3.3528	k__Bacteria	p__Cyanobacteria	c__Oscillatoriophycideae	o__Chroococcales	f__Xenococcaceae
New.CleanUp.ReferenceOTU3927	otu	6.4104	k__Bacteria	p__Cyanobacteria	c__Oscillatoriophycideae	o__Chroococcales	f__Xenococcaceae
New.CleanUp.ReferenceOTU145	otu	5.7029	k__Bacteria	p__Cyanobacteria	c__Oscillatoriophycideae	o__Chroococcales	f__Xenococcaceae
New.CleanUp.ReferenceOTU3929	otu	3.3528	Unassigned	NA	NA	NA	NA
New.CleanUp.ReferenceOTU1624	otu	8.0308	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU945	otu	2.9943	Unassigned	NA	NA	NA	NA
New.CleanUp.ReferenceOTU2257	otu	12.1797	k__Bacteria	p__Cyanobacteria	c__Oscillatoriophycideae	o__Chroococcales	f__Xenococcaceae
New.CleanUp.ReferenceOTU1974	otu	12.8153	k__Bacteria	p__Cyanobacteria	c__Oscillatoriophycideae	o__Chroococcales	f__Xenococcaceae
New.CleanUp.ReferenceOTU1975	otu	4.9735	k__Bacteria	p__Chloroflexi	c__Chloroflexi	o__AKIW781	f__
New.CleanUp.ReferenceOTU1972	otu	5.3264	k__Bacteria	p__Chloroflexi	c__Thermomicrobia	o__JG30-KF-CM45	f__
New.CleanUp.ReferenceOTU572	otu	15.2305	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU49	otu	14.1038	k__Bacteria	p__Bacteroidetes	c__Cytophagia	o__Cytophagales	f__Cytophagaceae
New.CleanUp.ReferenceOTU1356	otu	7.2354	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU1357	otu	3.2943	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU1623	otu	3.9245	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU724	otu	9.6817	k__Bacteria	p__Cyanobacteria	c__Oscillatoriophycideae	o__Chroococcales	f__Xenococcaceae
New.CleanUp.ReferenceOTU1355	otu	5.1796	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU804	otu	2.9943	Unassigned	NA	NA	NA	NA
New.CleanUp.ReferenceOTU189	otu	6.8512	Unassigned	NA	NA	NA	NA
New.CleanUp.ReferenceOTU188	otu	12.2927	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Solirubrobacterales	f__Solirubrobacteraceae
